Subject,Partner,SubTrial,Sex,Age,TrialType,Response,RT,RealOutcome,ScheduledOutcome,GambleAmount,Amount1,Amount2,Certain
162,0,12,0,19,1,0,599,3,0,-2.75,2.00,-2.75,0.00
162,0,13,0,19,1,0,620,3,1,2.00,2.00,-1.75,0.00
162,0,14,0,19,1,0,562,3,0,-11.25,10.00,-11.25,0.00
162,0,15,0,19,0,0,736,3,0,0.00,5.00,0.00,3.00
162,0,16,0,19,1,1,718,1,1,9.00,9.00,-2.25,0.00
162,0,17,0,19,1,0,684,3,0,-11.00,8.00,-11.00,0.00
162,0,18,0,19,1,0,913,3,1,4.00,4.00,-3.00,0.00
162,0,19,0,19,1,1,455,1,1,6.00,6.00,-1.50,0.00
162,0,20,0,19,1,0,660,3,0,-13.50,9.00,-13.50,0.00
162,0,21,0,19,1,0,1065,3,0,-5.63,5.00,-5.63,0.00
162,0,22,0,19,1,1,431,0,0,-3.00,6.00,-3.00,0.00
162,0,23,0,19,1,0,629,3,1,10.00,10.00,-16.25,0.00
162,0,24,0,19,1,1,627,1,1,5.00,5.00,-2.50,0.00
162,0,25,0,19,0,1,1033,0,0,0.00,28.00,0.00,13.00
162,0,26,0,19,1,0,1302,3,1,10.00,10.00,-6.25,0.00
162,0,27,0,19,0,1,644,0,0,0.00,12.00,0.00,5.00
162,0,28,0,19,1,0,1153,3,0,-12.00,12.00,-12.00,0.00
162,0,29,0,19,1,0,718,3,1,4.00,4.00,-6.00,0.00
162,0,30,0,19,1,0,644,3,1,6.00,6.00,-7.50,0.00
162,-1,1,0,19,1,0,1751,3,1,8.00,8.00,-9.00,0.00
162,-1,2,0,19,1,0,780,3,0,-3.75,2.00,-3.75,0.00
162,-1,3,0,19,0,1,1129,1,1,12.00,12.00,0.00,4.00
162,-1,4,0,19,0,0,695,3,0,0.00,22.00,0.00,13.00
162,-1,5,0,19,1,0,852,3,0,-4.38,5.00,-4.38,0.00
162,-1,6,0,19,1,0,618,3,0,-18.75,10.00,-18.75,0.00
162,-1,7,0,19,1,0,1064,3,1,9.00,9.00,-9.00,0.00
162,-1,8,0,19,1,1,1174,0,0,-1.25,2.00,-1.25,0.00
162,-1,9,0,19,1,1,563,1,1,4.00,4.00,-1.00,0.00
162,-1,10,0,19,1,0,569,3,0,-13.00,8.00,-13.00,0.00
162,-1,11,0,19,1,1,487,1,1,8.00,8.00,-2.00,0.00
162,-1,12,0,19,1,0,683,3,0,-12.00,6.00,-12.00,0.00
162,-1,13,0,19,1,1,1129,0,0,-9.00,12.00,-9.00,0.00
162,-1,14,0,19,1,0,655,3,1,6.00,6.00,-9.00,0.00
162,-1,15,0,19,0,1,468,1,1,3.25,3.25,0.00,1.00
162,-1,16,0,19,0,1,930,1,1,7.00,7.00,0.00,3.00
162,-1,17,0,19,1,0,1088,3,0,-7.00,8.00,-7.00,0.00
162,-1,18,0,19,0,1,653,1,1,25.00,25.00,0.00,9.00
162,-1,19,0,19,0,0,770,3,0,0.00,8.00,0.00,4.25
162,-1,20,0,19,1,0,825,3,0,-8.75,10.00,-8.75,0.00
162,-1,21,0,19,1,0,582,3,1,4.00,4.00,-8.00,0.00
162,-1,22,0,19,0,0,500,3,0,0.00,17.00,0.00,9.00
162,-1,23,0,19,1,0,513,3,1,12.00,12.00,-18.00,0.00
162,-1,24,0,19,0,0,431,3,1,10.00,10.00,0.00,6.00
162,-1,25,0,19,0,1,517,0,0,0.00,13.00,0.00,6.00
162,-1,26,0,19,1,0,707,3,0,-15.75,9.00,-15.75,0.00
162,-1,27,0,19,1,0,617,3,1,5.00,5.00,-8.13,0.00
162,-1,28,0,19,1,0,1358,3,1,4.00,4.00,-4.00,0.00
162,-1,29,0,19,0,1,811,1,1,4.00,4.00,0.00,2.25
162,-1,30,0,19,1,0,1576,3,0,-5.00,5.00,-5.00,0.00
162,-1,1,0,19,0,1,521,0,0,0.00,30.00,0.00,12.00
162,-1,2,0,19,1,1,423,0,0,-6.00,12.00,-6.00,0.00
162,-1,3,0,19,1,0,565,3,1,4.00,4.00,-5.00,0.00
162,-1,4,0,19,0,0,619,3,0,0.00,17.00,0.00,10.00
162,-1,5,0,19,1,0,672,3,1,2.00,2.00,-3.25,0.00
162,-1,6,0,19,1,0,957,3,0,-6.00,6.00,-6.00,0.00
162,-1,7,0,19,1,1,995,1,1,6.00,6.00,-4.50,0.00
162,-1,8,0,19,1,1,576,0,0,-2.00,4.00,-2.00,0.00
162,-1,9,0,19,0,1,701,1,1,4.00,4.00,0.00,2.00
162,-1,10,0,19,1,1,427,1,1,9.00,9.00,-4.50,0.00
162,-1,11,0,19,1,0,400,3,0,-24.00,12.00,-24.00,0.00
162,-1,12,0,19,0,1,782,1,1,22.00,22.00,0.00,10.00
162,-1,13,0,19,1,0,379,3,1,4.00,4.00,-7.00,0.00
162,-1,14,0,19,1,1,1449,1,1,2.00,2.00,-0.75,0.00
162,-1,15,0,19,1,0,615,3,0,-2.25,2.00,-2.25,0.00
162,-1,16,0,19,1,0,397,3,0,-9.38,5.00,-9.38,0.00
162,-1,17,0,19,1,0,530,3,0,-15.00,8.00,-15.00,0.00
162,-1,18,0,19,1,1,456,1,1,8.00,8.00,-5.00,0.00
162,-1,19,0,19,1,0,462,3,1,10.00,10.00,-13.75,0.00
162,-1,20,0,19,0,1,563,0,0,0.00,8.00,0.00,3.00
162,-1,21,0,19,1,1,1362,1,1,8.00,8.00,-6.00,0.00
162,-1,22,0,19,0,1,639,1,1,13.00,13.00,0.00,5.00
162,-1,23,0,19,0,1,1452,1,1,24.00,24.00,0.00,12.00
162,-1,24,0,19,1,0,546,3,0,-18.00,9.00,-18.00,0.00
162,-1,25,0,19,0,1,912,0,0,0.00,7.00,0.00,4.00
162,-1,26,0,19,1,1,725,0,0,-3.75,10.00,-3.75,0.00
162,-1,27,0,19,1,1,603,1,1,5.00,5.00,-3.13,0.00
162,-1,28,0,19,1,0,513,3,0,-15.00,12.00,-15.00,0.00
162,-1,29,0,19,1,0,807,3,0,-10.50,6.00,-10.50,0.00
162,-1,30,0,19,0,1,755,1,1,11.00,11.00,0.00,6.00
162,-1,1,0,19,1,0,336,3,1,9.00,9.00,-11.25,0.00
162,-1,2,0,19,1,0,421,3,1,6.00,6.00,-7.50,0.00
162,-1,3,0,19,1,0,355,3,0,-21.00,12.00,-21.00,0.00
162,-1,4,0,19,0,1,400,1,1,19.00,19.00,0.00,8.00
162,-1,5,0,19,0,1,414,0,0,0.00,12.00,0.00,5.00
162,-1,6,0,19,1,0,372,3,0,-13.50,9.00,-13.50,0.00
162,-1,7,0,19,1,0,465,3,1,10.00,10.00,-16.25,0.00
162,-1,8,0,19,1,1,582,0,0,-3.00,6.00,-3.00,0.00
162,-1,9,0,19,1,0,1116,3,0,-12.00,12.00,-12.00,0.00
162,-1,10,0,19,1,0,737,3,1,5.00,5.00,-6.88,0.00
162,-1,11,0,19,1,0,687,3,0,-2.75,2.00,-2.75,0.00
162,-1,12,0,19,1,1,421,0,0,-3.00,12.00,-3.00,0.00
162,-1,13,0,19,1,1,491,1,1,5.00,5.00,-2.50,0.00
162,-1,14,0,19,1,0,784,3,0,-5.63,5.00,-5.63,0.00
162,-1,15,0,19,1,1,998,0,0,-3.00,4.00,-3.00,0.00
162,-1,16,0,19,1,0,530,3,1,4.00,4.00,-6.00,0.00
162,-1,17,0,19,0,1,464,1,1,5.00,5.00,0.00,2.00
162,-1,18,0,19,1,1,365,1,1,9.00,9.00,-2.25,0.00
162,-1,19,0,19,0,1,467,0,0,0.00,26.00,0.00,10.00
162,-1,20,0,19,1,1,378,1,1,6.00,6.00,-1.50,0.00
162,-1,21,0,19,1,1,1079,1,1,10.00,10.00,-6.25,0.00
162,-1,22,0,19,1,0,1341,3,0,-6.75,9.00,-6.75,0.00
162,-1,23,0,19,1,1,658,1,1,8.00,8.00,-3.00,0.00
162,-1,24,0,19,1,0,519,3,0,-11.25,10.00,-11.25,0.00
162,-1,25,0,19,0,1,1077,1,1,5.00,5.00,0.00,3.00
162,-1,26,0,19,1,0,818,3,1,2.00,2.00,-1.75,0.00
162,-1,27,0,19,0,1,825,0,0,0.00,28.00,0.00,13.00
162,-1,28,0,19,1,0,679,3,1,8.00,8.00,-11.00,0.00
162,-1,29,0,19,0,1,524,0,0,0.00,25.00,0.00,10.00
162,-1,30,0,19,1,1,442,0,0,-1.88,5.00,-1.88,0.00
162,1,1,0,19,1,0,1584,3,0,-3.75,2.00,-3.75,0.00
162,1,2,0,19,0,1,869,1,1,17.00,17.00,0.00,9.00
162,1,3,0,19,1,0,739,3,0,-15.75,9.00,-15.75,0.00
162,1,4,0,19,1,1,241,0,0,-8.75,10.00,-8.75,0.00
162,1,5,0,19,0,1,406,1,1,3.25,3.25,0.00,1.00
162,1,6,0,19,1,0,700,3,0,-12.00,6.00,-12.00,0.00
162,1,7,0,19,1,0,1202,3,1,6.00,6.00,-9.00,0.00
162,1,8,0,19,1,0,575,3,1,12.00,12.00,-18.00,0.00
162,1,9,0,19,1,1,548,1,1,9.00,9.00,-9.00,0.00
162,1,10,0,19,0,1,241,0,0,0.00,13.00,0.00,6.00
162,1,11,0,19,0,0,1159,3,0,0.00,22.00,0.00,13.00
162,1,12,0,19,0,1,301,1,1,7.00,7.00,0.00,3.00
162,1,13,0,19,1,1,299,1,1,5.00,5.00,-5.00,0.00
162,1,14,0,19,1,1,609,0,0,-9.00,12.00,-9.00,0.00
162,1,15,0,19,1,1,302,1,1,4.00,4.00,-4.00,0.00
162,1,16,0,19,0,1,515,0,0,0.00,8.00,0.00,4.25
162,1,17,0,19,0,1,945,1,1,10.00,10.00,0.00,6.00
162,1,18,0,19,1,0,502,3,0,-13.00,8.00,-13.00,0.00
162,1,19,0,19,0,1,404,0,0,0.00,25.00,0.00,9.00
162,1,20,0,19,1,0,387,3,1,4.00,4.00,-8.00,0.00
162,1,21,0,19,1,1,488,0,0,-1.25,2.00,-1.25,0.00
162,1,22,0,19,1,1,374,1,1,4.00,4.00,-1.00,0.00
162,1,23,0,19,1,0,683,3,1,8.00,8.00,-9.00,0.00
162,1,24,0,19,1,0,433,3,0,-18.75,10.00,-18.75,0.00
162,1,25,0,19,0,1,478,0,0,0.00,12.00,0.00,4.00
162,1,26,0,19,1,1,443,1,1,8.00,8.00,-2.00,0.00
162,1,27,0,19,1,1,745,0,0,-7.00,8.00,-7.00,0.00
162,1,28,0,19,0,1,623,1,1,4.00,4.00,0.00,2.25
162,1,29,0,19,1,0,317,3,1,5.00,5.00,-8.13,0.00
162,1,30,0,19,1,1,339,0,0,-4.38,5.00,-4.38,0.00
162,1,1,0,19,0,1,421,0,0,0.00,17.00,0.00,10.00
162,1,2,0,19,1,1,363,1,1,5.00,5.00,-3.13,0.00
162,1,3,0,19,1,1,328,1,1,9.00,9.00,-4.50,0.00
162,1,4,0,19,1,0,310,3,0,-9.38,5.00,-9.38,0.00
162,1,5,0,19,1,0,492,3,0,-18.00,9.00,-18.00,0.00
162,1,6,0,19,1,0,314,3,1,2.00,2.00,-3.25,0.00
162,1,7,0,19,0,1,447,0,0,0.00,7.00,0.00,4.00
162,1,8,0,19,1,1,517,0,0,-3.75,10.00,-3.75,0.00
162,1,9,0,19,1,0,387,3,1,12.00,12.00,-24.00,0.00
162,1,10,0,19,1,0,416,3,1,4.00,4.00,-7.00,0.00
162,1,11,0,19,0,1,557,0,0,0.00,11.00,0.00,6.00
162,1,12,0,19,1,0,354,3,0,-13.75,10.00,-13.75,0.00
162,1,13,0,19,1,1,296,1,1,2.00,2.00,-0.75,0.00
162,1,14,0,19,1,1,414,1,1,8.00,8.00,-5.00,0.00
162,1,15,0,19,1,0,331,3,0,-15.00,8.00,-15.00,0.00
162,1,16,0,19,1,1,1337,0,0,-5.00,4.00,-5.00,0.00
162,1,17,0,19,0,1,399,1,1,13.00,13.00,0.00,5.00
162,1,18,0,19,1,1,621,0,0,-2.25,2.00,-2.25,0.00
162,1,19,0,19,1,1,401,1,1,8.00,8.00,-6.00,0.00
162,1,20,0,19,0,1,448,1,1,4.00,4.00,0.00,2.00
162,1,21,0,19,0,1,269,1,1,24.00,24.00,0.00,12.00
162,1,22,0,19,1,1,1027,0,0,-15.00,12.00,-15.00,0.00
162,1,23,0,19,0,1,513,1,1,22.00,22.00,0.00,10.00
162,1,24,0,19,0,1,327,0,0,0.00,30.00,0.00,12.00
162,1,25,0,19,1,1,380,0,0,-2.00,4.00,-2.00,0.00
162,1,26,0,19,1,1,681,1,1,6.00,6.00,-4.50,0.00
162,1,27,0,19,1,1,590,0,0,-6.00,6.00,-6.00,0.00
162,1,28,0,19,1,0,340,3,1,6.00,6.00,-10.50,0.00
162,1,29,0,19,0,1,402,0,0,0.00,8.00,0.00,3.00
162,1,30,0,19,1,1,471,1,1,12.00,12.00,-6.00,0.00
162,1,1,0,19,1,0,365,3,1,12.00,12.00,-21.00,0.00
162,1,2,0,19,0,1,419,0,0,0.00,28.00,0.00,13.00
162,1,3,0,19,1,1,361,1,1,6.00,6.00,-1.50,0.00
162,1,4,0,19,1,0,990,3,0,-11.00,8.00,-11.00,0.00
162,1,5,0,19,1,1,323,0,0,-3.00,6.00,-3.00,0.00
162,1,6,0,19,0,1,322,1,1,25.00,25.00,0.00,10.00
162,1,7,0,19,1,0,1959,3,0,-11.25,10.00,-11.25,0.00
162,1,8,0,19,1,1,317,0,0,-1.88,5.00,-1.88,0.00
162,1,9,0,19,1,1,1042,1,1,5.00,5.00,-2.50,0.00
162,1,10,0,19,1,0,360,3,0,-13.50,9.00,-13.50,0.00
162,1,11,0,19,0,1,1029,1,1,19.00,19.00,0.00,8.00
162,1,12,0,19,1,1,371,1,1,9.00,9.00,-2.25,0.00
162,1,13,0,19,1,1,529,0,0,-2.75,2.00,-2.75,0.00
162,1,14,0,19,1,1,343,1,1,10.00,10.00,-6.25,0.00
162,1,15,0,19,1,1,365,1,1,4.00,4.00,-6.00,0.00
162,1,16,0,19,1,1,362,0,0,-3.00,12.00,-3.00,0.00
162,1,17,0,19,1,0,392,3,1,10.00,10.00,-16.25,0.00
162,1,18,0,19,0,1,318,0,0,0.00,12.00,0.00,5.00
162,1,19,0,19,1,1,347,0,0,-11.25,9.00,-11.25,0.00
162,1,20,0,19,1,1,306,1,1,4.00,4.00,-3.00,0.00
162,1,21,0,19,1,1,815,1,1,5.00,5.00,-6.88,0.00
162,1,22,0,19,1,1,316,0,0,-6.75,9.00,-6.75,0.00
162,1,23,0,19,1,1,345,0,0,-12.00,12.00,-12.00,0.00
162,1,24,0,19,1,1,302,1,1,2.00,2.00,-1.75,0.00
162,1,25,0,19,0,1,484,0,0,0.00,5.00,0.00,3.00
162,1,26,0,19,0,1,425,1,1,5.00,5.00,0.00,2.00
162,1,27,0,19,0,1,311,0,0,0.00,26.00,0.00,10.00
162,1,28,0,19,1,1,317,0,0,-5.63,5.00,-5.63,0.00
162,1,29,0,19,1,1,371,1,1,6.00,6.00,-7.50,0.00
162,1,30,0,19,1,1,415,1,1,8.00,8.00,-3.00,0.00
163,0,1,1,18,0,1,414,1,1,10.00,10.00,0.00,6.00
163,0,2,1,18,1,0,1364,3,0,-15.75,9.00,-15.75,0.00
163,0,3,1,18,1,1,674,0,0,-8.75,10.00,-8.75,0.00
163,0,4,1,18,1,1,1071,1,1,8.00,8.00,-2.00,0.00
163,0,5,1,18,1,0,797,3,0,-12.00,6.00,-12.00,0.00
163,0,6,1,18,1,0,457,3,0,-18.75,10.00,-18.75,0.00
163,0,7,1,18,1,0,958,3,1,5.00,5.00,-8.13,0.00
163,0,8,1,18,0,1,572,0,0,0.00,12.00,0.00,4.00
163,0,9,1,18,1,1,346,1,1,9.00,9.00,-9.00,0.00
163,0,10,1,18,0,1,1280,0,0,0.00,22.00,0.00,13.00
163,0,11,1,18,1,1,798,0,0,-7.00,8.00,-7.00,0.00
163,0,12,1,18,1,0,1036,3,1,4.00,4.00,-8.00,0.00
163,0,13,1,18,0,1,1033,1,1,25.00,25.00,0.00,9.00
163,0,14,1,18,1,0,886,3,0,-3.75,2.00,-3.75,0.00
163,0,15,1,18,1,1,355,1,1,2.00,2.00,-1.25,0.00
163,0,16,1,18,1,0,729,3,1,6.00,6.00,-9.00,0.00
163,0,17,1,18,0,1,487,1,1,13.00,13.00,0.00,6.00
163,0,18,1,18,1,1,1420,0,0,-4.00,4.00,-4.00,0.00
163,0,19,1,18,0,1,930,1,1,7.00,7.00,0.00,3.00
163,0,20,1,18,0,1,951,1,1,3.25,3.25,0.00,1.00
163,0,21,1,18,1,1,637,1,1,4.00,4.00,-1.00,0.00
163,0,22,1,18,0,1,882,0,0,0.00,8.00,0.00,4.25
163,0,23,1,18,0,1,400,0,0,0.00,17.00,0.00,9.00
163,0,24,1,18,1,0,630,3,1,12.00,12.00,-18.00,0.00
163,0,25,1,18,1,1,724,0,0,-5.00,5.00,-5.00,0.00
163,0,26,1,18,0,1,970,1,1,4.00,4.00,0.00,2.25
163,0,27,1,18,1,1,560,0,0,-9.00,12.00,-9.00,0.00
163,0,28,1,18,1,0,629,3,1,8.00,8.00,-9.00,0.00
163,0,29,1,18,1,1,1099,0,0,-4.38,5.00,-4.38,0.00
163,0,30,1,18,1,1,304,0,0,-13.00,8.00,-13.00,0.00
163,0,1,1,18,1,1,1225,0,0,-2.25,2.00,-2.25,0.00
163,0,2,1,18,1,1,293,1,1,6.00,6.00,-4.50,0.00
163,0,3,1,18,1,0,563,3,1,2.00,2.00,-3.25,0.00
163,0,4,1,18,0,0,649,3,0,0.00,22.00,0.00,10.00
163,0,5,1,18,1,1,375,1,1,9.00,9.00,-4.50,0.00
163,0,6,1,18,0,1,676,1,1,17.00,17.00,0.00,10.00
163,0,7,1,18,0,1,1091,1,1,4.00,4.00,0.00,2.00
163,0,8,1,18,1,0,904,3,0,-2.00,4.00,-2.00,0.00
163,0,9,1,18,0,1,638,1,1,11.00,11.00,0.00,6.00
163,0,10,1,18,0,1,1052,0,0,0.00,7.00,0.00,4.00
163,0,11,1,18,1,1,457,0,0,-3.75,10.00,-3.75,0.00
163,0,12,1,18,1,0,478,3,1,12.00,12.00,-24.00,0.00
163,0,13,1,18,1,0,364,3,0,-10.50,6.00,-10.50,0.00
163,0,14,1,18,1,0,1450,3,0,-9.38,5.00,-9.38,0.00
163,0,15,1,18,1,1,584,1,1,8.00,8.00,-5.00,0.00
163,0,16,1,18,1,1,1141,1,1,5.00,5.00,-3.13,0.00
163,0,17,1,18,0,1,723,0,0,0.00,30.00,0.00,12.00
163,0,18,1,18,1,0,825,3,1,4.00,4.00,-7.00,0.00
163,0,19,1,18,1,0,1765,3,1,10.00,10.00,-13.75,0.00
163,0,20,1,18,1,,0,,0,-15.00,8.00,-15.00,0.00
163,0,21,1,18,0,1,1105,1,1,24.00,24.00,0.00,12.00
163,0,22,1,18,1,0,558,3,0,-15.00,12.00,-15.00,0.00
163,0,23,1,18,1,0,1692,3,0,-18.00,9.00,-18.00,0.00
163,0,24,1,18,0,1,337,1,1,13.00,13.00,0.00,5.00
163,0,25,1,18,1,1,799,1,1,2.00,2.00,-0.75,0.00
163,0,26,1,18,1,1,1291,0,0,-6.00,12.00,-6.00,0.00
163,0,27,1,18,0,1,1017,0,0,0.00,8.00,0.00,3.00
163,0,28,1,18,1,1,1104,1,1,8.00,8.00,-6.00,0.00
163,0,29,1,18,1,0,765,3,0,-5.00,4.00,-5.00,0.00
163,0,30,1,18,1,1,1338,0,0,-6.00,6.00,-6.00,0.00
163,0,1,1,18,1,0,775,3,1,9.00,9.00,-11.25,0.00
163,0,2,1,18,1,0,1380,3,1,12.00,12.00,-21.00,0.00
163,0,3,1,18,1,0,730,3,1,5.00,5.00,-6.88,0.00
163,0,4,1,18,1,1,968,0,0,-3.00,12.00,-3.00,0.00
163,0,5,1,18,0,1,557,1,1,5.00,5.00,0.00,2.00
163,0,6,1,18,1,0,531,3,0,-6.75,9.00,-6.75,0.00
163,0,7,1,18,0,1,599,0,0,0.00,26.00,0.00,10.00
163,0,8,1,18,1,1,661,1,1,8.00,8.00,-3.00,0.00
163,0,9,1,18,0,1,779,1,1,19.00,19.00,0.00,8.00
163,0,10,1,18,0,1,1321,0,0,0.00,25.00,0.00,10.00
163,0,11,1,18,1,0,1286,3,0,-1.88,5.00,-1.88,0.00
163,0,12,1,18,1,0,804,3,0,-2.75,2.00,-2.75,0.00
163,0,13,1,18,1,0,1386,3,1,2.00,2.00,-1.75,0.00
163,0,14,1,18,1,1,1344,0,0,-11.25,10.00,-11.25,0.00
163,0,15,1,18,0,1,1237,0,0,0.00,5.00,0.00,3.00
163,0,16,1,18,1,1,722,1,1,9.00,9.00,-2.25,0.00
163,0,17,1,18,1,0,377,3,0,-11.00,8.00,-11.00,0.00
163,0,18,1,18,1,0,390,3,1,4.00,4.00,-3.00,0.00
163,0,19,1,18,1,1,596,1,1,6.00,6.00,-1.50,0.00
163,0,20,1,18,1,0,418,3,0,-13.50,9.00,-13.50,0.00
163,0,21,1,18,1,0,623,3,0,-5.63,5.00,-5.63,0.00
163,0,22,1,18,1,1,1077,0,0,-3.00,6.00,-3.00,0.00
163,0,23,1,18,1,0,346,3,1,10.00,10.00,-16.25,0.00
163,0,24,1,18,1,1,1239,1,1,5.00,5.00,-2.50,0.00
163,0,25,1,18,0,0,1197,3,0,0.00,28.00,0.00,13.00
163,0,26,1,18,1,0,210,3,1,10.00,10.00,-6.25,0.00
163,0,27,1,18,0,1,440,0,0,0.00,12.00,0.00,5.00
163,0,28,1,18,1,0,1150,3,0,-12.00,12.00,-12.00,0.00
163,0,29,1,18,1,0,468,3,1,4.00,4.00,-6.00,0.00
163,0,30,1,18,1,0,970,3,1,6.00,6.00,-7.50,0.00
163,-1,1,1,18,1,0,443,3,1,8.00,8.00,-9.00,0.00
163,-1,2,1,18,1,0,1144,3,0,-3.75,2.00,-3.75,0.00
163,-1,3,1,18,0,0,1390,3,1,12.00,12.00,0.00,4.00
163,-1,4,1,18,0,1,1052,0,0,0.00,22.00,0.00,13.00
163,-1,5,1,18,1,0,906,3,0,-4.38,5.00,-4.38,0.00
163,-1,6,1,18,1,0,1031,3,0,-18.75,10.00,-18.75,0.00
163,-1,7,1,18,1,0,941,3,1,9.00,9.00,-9.00,0.00
163,-1,8,1,18,1,0,555,3,0,-1.25,2.00,-1.25,0.00
163,-1,9,1,18,1,1,1416,1,1,4.00,4.00,-1.00,0.00
163,-1,10,1,18,1,0,525,3,0,-13.00,8.00,-13.00,0.00
163,-1,11,1,18,1,1,627,1,1,8.00,8.00,-2.00,0.00
163,-1,12,1,18,1,0,449,3,0,-12.00,6.00,-12.00,0.00
163,-1,13,1,18,1,0,415,3,0,-9.00,12.00,-9.00,0.00
163,-1,14,1,18,1,0,508,3,1,6.00,6.00,-9.00,0.00
163,-1,15,1,18,0,1,850,1,1,3.25,3.25,0.00,1.00
163,-1,16,1,18,0,1,287,1,1,7.00,7.00,0.00,3.00
163,-1,17,1,18,1,0,517,3,0,-7.00,8.00,-7.00,0.00
163,-1,18,1,18,0,1,665,1,1,25.00,25.00,0.00,9.00
163,-1,19,1,18,0,1,367,0,0,0.00,8.00,0.00,4.25
163,-1,20,1,18,1,0,349,3,0,-8.75,10.00,-8.75,0.00
163,-1,21,1,18,1,0,3,3,1,4.00,4.00,-8.00,0.00
163,-1,22,1,18,0,1,409,0,0,0.00,17.00,0.00,9.00
163,-1,23,1,18,1,0,646,3,1,12.00,12.00,-18.00,0.00
163,-1,24,1,18,0,1,316,1,1,10.00,10.00,0.00,6.00
163,-1,25,1,18,0,1,634,0,0,0.00,13.00,0.00,6.00
163,-1,26,1,18,1,0,343,3,0,-15.75,9.00,-15.75,0.00
163,-1,27,1,18,1,0,1157,3,1,5.00,5.00,-8.13,0.00
163,-1,28,1,18,1,0,434,3,1,4.00,4.00,-4.00,0.00
163,-1,29,1,18,0,1,1136,1,1,4.00,4.00,0.00,2.25
163,-1,30,1,18,1,0,797,3,0,-5.00,5.00,-5.00,0.00
163,-1,1,1,18,0,1,316,0,0,0.00,30.00,0.00,12.00
163,-1,2,1,18,1,1,523,0,0,-6.00,12.00,-6.00,0.00
163,-1,3,1,18,1,0,568,3,1,4.00,4.00,-5.00,0.00
163,-1,4,1,18,0,1,670,0,0,0.00,17.00,0.00,10.00
163,-1,5,1,18,1,0,555,3,1,2.00,2.00,-3.25,0.00
163,-1,6,1,18,1,1,481,0,0,-6.00,6.00,-6.00,0.00
163,-1,7,1,18,1,0,607,3,1,6.00,6.00,-4.50,0.00
163,-1,8,1,18,1,0,308,3,0,-2.00,4.00,-2.00,0.00
163,-1,9,1,18,0,1,858,1,1,4.00,4.00,0.00,2.00
163,-1,10,1,18,1,1,495,1,1,9.00,9.00,-4.50,0.00
163,-1,11,1,18,1,0,1004,3,0,-24.00,12.00,-24.00,0.00
163,-1,12,1,18,0,1,506,1,1,22.00,22.00,0.00,10.00
163,-1,13,1,18,1,0,1336,3,1,4.00,4.00,-7.00,0.00
163,-1,14,1,18,1,1,349,1,1,2.00,2.00,-0.75,0.00
163,-1,15,1,18,1,0,907,3,0,-2.25,2.00,-2.25,0.00
163,-1,16,1,18,1,0,1082,3,0,-9.38,5.00,-9.38,0.00
163,-1,17,1,18,1,0,782,3,0,-15.00,8.00,-15.00,0.00
163,-1,18,1,18,1,0,1435,3,1,8.00,8.00,-5.00,0.00
163,-1,19,1,18,1,0,569,3,1,10.00,10.00,-13.75,0.00
163,-1,20,1,18,0,1,694,0,0,0.00,8.00,0.00,3.00
163,-1,21,1,18,1,0,1276,3,1,8.00,8.00,-6.00,0.00
163,-1,22,1,18,0,1,1050,1,1,13.00,13.00,0.00,5.00
163,-1,23,1,18,0,1,481,1,1,24.00,24.00,0.00,12.00
163,-1,24,1,18,1,0,214,3,0,-18.00,9.00,-18.00,0.00
163,-1,25,1,18,0,1,506,0,0,0.00,7.00,0.00,4.00
163,-1,26,1,18,1,1,1136,0,0,-3.75,10.00,-3.75,0.00
163,-1,27,1,18,1,0,606,3,1,5.00,5.00,-3.13,0.00
163,-1,28,1,18,1,0,371,3,0,-15.00,12.00,-15.00,0.00
163,-1,29,1,18,1,0,201,3,0,-10.50,6.00,-10.50,0.00
163,-1,30,1,18,0,1,711,1,1,11.00,11.00,0.00,6.00
163,-1,1,1,18,1,0,7,3,1,9.00,9.00,-11.25,0.00
163,-1,2,1,18,1,,0,,1,6.00,6.00,-7.50,0.00
163,-1,3,1,18,1,0,491,3,0,-21.00,12.00,-21.00,0.00
163,-1,4,1,18,0,1,400,1,1,19.00,19.00,0.00,8.00
163,-1,5,1,18,0,1,374,0,0,0.00,12.00,0.00,5.00
163,-1,6,1,18,1,0,923,3,0,-13.50,9.00,-13.50,0.00
163,-1,7,1,18,1,0,825,3,1,10.00,10.00,-16.25,0.00
163,-1,8,1,18,1,1,1086,0,0,-3.00,6.00,-3.00,0.00
163,-1,9,1,18,1,0,859,3,0,-12.00,12.00,-12.00,0.00
163,-1,10,1,18,1,0,329,3,1,5.00,5.00,-6.88,0.00
163,-1,11,1,18,1,,0,,0,-2.75,2.00,-2.75,0.00
163,-1,12,1,18,1,1,284,0,0,-3.00,12.00,-3.00,0.00
163,-1,13,1,18,1,1,1146,1,1,5.00,5.00,-2.50,0.00
163,-1,14,1,18,1,,0,,0,-5.63,5.00,-5.63,0.00
163,-1,15,1,18,1,,0,,0,-3.00,4.00,-3.00,0.00
163,-1,16,1,18,1,0,914,3,1,4.00,4.00,-6.00,0.00
163,-1,17,1,18,0,1,585,1,1,5.00,5.00,0.00,2.00
163,-1,18,1,18,1,1,1198,1,1,9.00,9.00,-2.25,0.00
163,-1,19,1,18,0,1,1300,0,0,0.00,26.00,0.00,10.00
163,-1,20,1,18,1,0,1489,3,1,6.00,6.00,-1.50,0.00
